category_code,founded_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,isClosed,Active_Days
other,2005,USA,2.0,1952608.0,1.0,5.0,1,5840.0
manufacturing,2007,CAN,1.0,7682240.0,1.0,3.0,1,5110.0
software,2011,USA,1.0,2056919.0,1.0,1.0,1,3650.0
ecommerce,2013,GBR,1.0,10000.0,1.0,4.0,1,2920.0
advertising,2012,HKG,1.0,3000000.0,3.0,5.0,1,3285.0
public_relations,2008,USA,1.0,275000.0,1.0,2.0,1,4745.0
biotech,2011,CAN,1.0,500000.0,1.0,1.0,1,3650.0
other,2008,IND,1.0,3652913.0,2.0,4.0,1,4745.0
cleantech,2012,USA,1.0,3652913.0,1.0,1.0,1,3285.0
local,1914,USA,1.0,15300000.0,1.0,3.0,1,39055.0
ecommerce,2011,BRA,2.0,3652913.0,1.0,3.0,1,3650.0
mobile,2001,FRA,1.0,3652913.0,1.0,1.0,1,7300.0
consulting,1998,USA,1.0,3652913.0,1.0,1.0,1,8395.0
enterprise,2013,USA,1.0,50000.0,1.0,2.0,1,2920.0
search,2013,USA,1.0,3652913.0,1.0,1.0,1,2920.0
ecommerce,2003,CAN,1.0,3652913.0,1.0,2.0,1,6570.0
public_relations,2000,USA,1.0,3652913.0,1.0,3.0,1,7665.0
software,2013,USA,1.0,3652913.0,1.0,2.0,1,2920.0
ecommerce,2005,USA,1.0,3652913.0,1.0,2.0,1,5840.0
mobile,2013,DNK,1.0,19299.0,1.0,4.0,1,2920.0
software,2010,BEL,1.0,3652913.0,1.0,2.0,1,4015.0
web,2012,USA,1.0,3652913.0,1.0,2.0,1,3285.0
software,2010,BEL,1.0,3652913.0,1.0,1.0,1,4015.0
games_video,1988,USA,1.0,3652913.0,1.0,2.0,1,12045.0
software,2010,NLD,1.0,3652913.0,1.0,2.0,1,4015.0
education,2012,USA,1.0,3652913.0,1.0,2.0,1,3285.0
software,2006,USA,1.0,3652913.0,1.0,1.0,1,5475.0
software,2012,USA,1.0,50000.0,1.0,3.0,1,3285.0
mobile,2012,CAN,1.0,15000.0,2.0,3.0,1,3285.0
travel,1999,ZAF,1.0,3652913.0,1.0,5.0,1,8030.0
software,2012,USA,1.0,2520000.0,1.0,2.0,1,3285.0
public_relations,2013,USA,1.0,3652913.0,1.0,2.0,1,2920.0
other,2005,ZAF,1.0,3652913.0,1.0,3.0,1,5840.0
software,2010,USA,1.0,3652913.0,1.0,3.0,1,4015.0
hardware,2011,AUS,1.0,200000.0,1.0,3.0,1,3650.0
ecommerce,2013,BRA,1.0,3652913.0,2.0,3.0,1,2920.0
consulting,2006,USA,1.0,3652913.0,1.0,2.0,1,5475.0
enterprise,2012,NZL,1.0,3652913.0,1.0,1.0,1,3285.0
ecommerce,2003,USA,1.0,3500000.0,1.0,5.0,1,6570.0
software,2008,USA,1.0,3652913.0,1.0,1.0,1,4745.0
ecommerce,1948,USA,1.0,3652913.0,1.0,1.0,1,26645.0
web,2012,AUS,1.0,3652913.0,1.0,1.0,1,3285.0
mobile,2012,USA,1.0,3800000.0,1.0,1.0,1,3285.0
games_video,2004,USA,1.0,3652913.0,1.0,3.0,1,6205.0
other,1998,USA,1.0,3652913.0,1.0,1.0,1,8395.0
advertising,2008,BEL,1.0,3652913.0,1.0,5.0,1,4745.0
other,2009,GBR,1.0,3652913.0,1.0,1.0,1,4380.0
medical,2012,USA,1.0,2000000.0,1.0,2.0,1,3285.0
software,2011,BEL,1.0,3652913.0,1.0,5.0,1,3650.0
mobile,2011,USA,2.0,2254280.0,1.0,5.0,1,3650.0
other,2007,USA,1.0,3652913.0,1.0,4.0,1,5110.0
biotech,2002,USA,1.0,500000.0,1.0,1.0,1,6935.0
biotech,2008,CHN,2.0,22392121.0,1.0,2.0,0,1825.0
software,2004,USA,1.0,1000000.0,3.0,3.0,1,6205.0
games_video,2011,GBR,1.0,3652913.0,1.0,3.0,1,3650.0
analytics,2000,USA,1.0,295000.0,1.0,4.0,1,7665.0
analytics,2010,USA,1.0,100000.0,1.0,1.0,1,4015.0
biotech,2011,USA,1.0,562000.0,1.0,3.0,1,3650.0
social,2003,USA,1.0,1738250.0,1.0,3.0,1,6570.0
biotech,1983,IND,1.0,3652913.0,1.0,3.0,1,13870.0
mobile,2012,GRC,1.0,3652913.0,1.0,3.0,1,3285.0
software,2010,AUT,1.0,3652913.0,1.0,2.0,1,4015.0
mobile,2011,ESP,2.0,771960.0,1.0,3.0,1,3650.0
mobile,2012,USA,1.0,250000.0,1.0,3.0,1,3285.0
web,2012,USA,1.0,2000000.0,1.0,4.0,1,3285.0
enterprise,1983,USA,1.0,3652913.0,1.0,2.0,1,13870.0
photo_video,2010,USA,1.0,50000.0,1.0,4.0,1,4015.0
other,2009,GBR,1.0,3652913.0,1.0,1.0,1,4380.0
software,2012,USA,1.0,200000.0,1.0,3.0,1,3285.0
ecommerce,2011,USA,1.0,250000.0,1.0,1.0,1,3650.0
health,2011,USA,1.0,2000000.0,1.0,3.0,1,3650.0
ecommerce,2010,USA,1.0,3652913.0,1.0,1.0,1,4015.0
web,2012,GBR,1.0,3652913.0,1.0,3.0,1,3285.0
enterprise,2013,CSS,1.0,3652913.0,1.0,2.0,1,2920.0
web,2009,USA,1.0,3652913.0,1.0,3.0,1,4380.0
web,2010,ITA,1.0,3652913.0,1.0,1.0,1,4015.0
enterprise,2011,IND,2.0,8000000.0,1.0,1.0,1,3650.0
software,2012,ROM,1.0,3652913.0,1.0,3.0,1,3285.0
education,2013,USA,1.0,3652913.0,1.0,5.0,1,2920.0
enterprise,2013,USA,1.0,3652913.0,1.0,2.0,1,2920.0
ecommerce,2013,CAN,1.0,3652913.0,1.0,1.0,1,2920.0
security,2007,USA,1.0,1200000.0,1.0,3.0,1,5110.0
web,2012,USA,1.0,3652913.0,1.0,1.0,1,3285.0
mobile,2013,GBR,1.0,3652913.0,1.0,4.0,1,2920.0
enterprise,2010,GBR,1.0,3652913.0,1.0,3.0,1,4015.0
finance,2013,GBR,1.0,3652913.0,1.0,6.0,1,2920.0
games_video,2011,GBR,1.0,3652913.0,2.0,2.0,1,3650.0
consulting,2013,IDN,1.0,3652913.0,1.0,1.0,1,2920.0
finance,2001,USA,1.0,3652913.0,1.0,3.0,1,7300.0
enterprise,2009,USA,1.0,3652913.0,1.0,2.0,1,4380.0
search,2012,USA,1.0,1100000.0,1.0,2.0,1,3285.0
software,2013,USA,1.0,3652913.0,1.0,3.0,1,2920.0
other,2012,USA,1.0,3652913.0,1.0,1.0,1,3285.0
other,2002,USA,1.0,3652913.0,1.0,4.0,1,6935.0
real_estate,2012,USA,1.0,76937.0,1.0,3.0,1,3285.0
games_video,2013,USA,1.0,3652913.0,1.0,1.0,1,2920.0
hardware,2012,FRA,1.0,3652913.0,1.0,3.0,1,3285.0
other,2012,USA,3.0,133000.0,1.0,3.0,1,3285.0
software,2006,USA,1.0,3652913.0,1.0,2.0,1,5475.0
hardware,2013,CAN,1.0,3652913.0,1.0,1.0,1,2920.0
search,2012,USA,1.0,3652913.0,1.0,1.0,1,3285.0
social,2013,USA,1.0,3652913.0,1.0,2.0,1,2920.0
mobile,2012,USA,1.0,3652913.0,3.0,3.0,1,3285.0
ecommerce,2013,USA,1.0,5000.0,1.0,3.0,1,2920.0
software,2012,USA,1.0,3652913.0,1.0,1.0,1,3285.0
consulting,2013,USA,1.0,150000.0,1.0,3.0,1,2920.0
software,1991,USA,1.0,3652913.0,1.0,2.0,1,10950.0
network_hosting,2012,CAN,1.0,80000.0,1.0,4.0,1,3285.0
ecommerce,2011,USA,1.0,45000.0,1.0,2.0,1,3650.0
other,2013,USA,1.0,3652913.0,1.0,4.0,1,2920.0
web,2003,USA,1.0,3652913.0,1.0,3.0,1,6570.0
software,2011,IND,1.0,3652913.0,1.0,2.0,1,3650.0
enterprise,2012,USA,1.0,3652913.0,1.0,1.0,1,3285.0
enterprise,2011,USA,1.0,21156530.0,1.0,4.0,1,3650.0
mobile,2012,USA,1.0,20000.0,1.0,3.0,1,3285.0
nanotech,2011,CAN,1.0,418001.0,1.0,1.0,1,3650.0
analytics,2007,USA,1.0,393817.0,1.0,2.0,1,5110.0
ecommerce,2008,BEL,1.0,3652913.0,1.0,2.0,1,4745.0
biotech,2005,USA,2.0,500000.0,1.0,5.0,1,5840.0
mobile,2012,USA,1.0,105000.0,1.0,3.0,1,3285.0
other,1967,USA,2.0,2735000.0,1.0,3.0,1,19710.0
biotech,2012,USA,2.0,1154000.0,1.0,2.0,1,3285.0
software,2006,USA,1.0,5469646.0,1.0,5.0,1,5475.0
games_video,2012,USA,1.0,3652913.0,1.0,2.0,1,3285.0
biotech,1981,USA,1.0,1000000.0,1.0,5.0,1,14600.0
semiconductor,2003,GBR,3.0,7720000.0,1.0,6.0,1,6570.0
biotech,2000,USA,3.0,9630475.0,1.0,2.0,1,7665.0
hardware,2007,USA,1.0,569596.0,1.0,4.0,1,5110.0
web,2009,GBR,1.0,41386.0,1.0,1.0,0,730.0
other,2009,RUS,1.0,3652913.0,1.0,3.0,1,4380.0
mobile,2011,USA,1.0,135000.0,1.0,3.0,1,3650.0
biotech,2011,USA,2.0,550000.0,1.0,4.0,1,3650.0
biotech,2003,CAN,2.0,1109025.0,1.0,1.0,1,6570.0
software,1996,USA,2.0,6429018.0,1.0,5.0,1,9125.0
enterprise,2010,USA,3.0,27644420.0,1.0,4.0,1,4015.0
hardware,1997,USA,1.0,2000000.0,1.0,5.0,1,8760.0
software,2009,DNK,1.0,3652913.0,1.0,2.0,1,4380.0
biotech,2012,USA,1.0,2039305.0,1.0,3.0,1,3285.0
biotech,2007,USA,3.0,5660000.0,1.0,3.0,1,5110.0
ecommerce,2012,IND,1.0,3652913.0,1.0,1.0,1,3285.0
software,2011,CHE,1.0,3652913.0,1.0,1.0,1,3650.0
software,2013,USA,2.0,400000.0,1.0,1.0,1,2920.0
software,2010,LVA,1.0,3652913.0,1.0,1.0,1,4015.0
consulting,2004,USA,1.0,3652913.0,1.0,1.0,1,6205.0
software,2012,USA,1.0,3652913.0,1.0,4.0,1,3285.0
games_video,2013,USA,1.0,3652913.0,1.0,4.0,1,2920.0
advertising,2012,USA,1.0,3652913.0,1.0,2.0,1,3285.0
mobile,2012,USA,2.0,1050000.0,1.0,3.0,1,3285.0
ecommerce,2011,USA,1.0,3652913.0,1.0,1.0,1,3650.0
real_estate,2013,CAN,1.0,3652913.0,1.0,3.0,1,2920.0
hospitality,2012,USA,2.0,375000.0,1.0,4.0,1,3285.0
real_estate,2012,AUT,1.0,3652913.0,1.0,2.0,1,3285.0
social,2013,ESP,1.0,260000.0,1.0,2.0,1,2920.0
software,1997,USA,1.0,3652913.0,1.0,3.0,1,8760.0
search,2007,USA,1.0,3652913.0,1.0,5.0,1,5110.0
software,2013,CHL,1.0,40000.0,1.0,3.0,1,2920.0
web,2012,USA,1.0,3652913.0,1.0,3.0,1,3285.0
ecommerce,2013,USA,1.0,3652913.0,1.0,2.0,1,2920.0
web,2014,ROM,1.0,70000.0,2.0,2.0,1,2555.0
games_video,2012,USA,1.0,3652913.0,1.0,4.0,1,3285.0
advertising,2005,CAN,1.0,3652913.0,1.0,2.0,1,5840.0
games_video,2012,BRA,1.0,3652913.0,1.0,1.0,1,3285.0
public_relations,1969,NZL,1.0,3652913.0,1.0,1.0,1,18980.0
games_video,1998,CAN,1.0,1000000.0,1.0,1.0,1,8395.0
web,2002,USA,1.0,3652913.0,1.0,1.0,1,6935.0
hospitality,2000,USA,1.0,3652913.0,1.0,4.0,1,7665.0
other,2008,USA,1.0,3652913.0,1.0,2.0,1,4745.0
software,1991,IND,1.0,3652913.0,1.0,1.0,1,10950.0
software,2007,USA,1.0,3652913.0,1.0,1.0,1,5110.0
consulting,2007,CAN,1.0,3652913.0,1.0,5.0,1,5110.0
cleantech,2008,SWE,1.0,3652913.0,1.0,1.0,1,4745.0
analytics,2012,USA,1.0,11000000.0,1.0,3.0,1,3285.0
legal,1968,USA,1.0,3652913.0,1.0,2.0,1,19345.0
software,2004,USA,1.0,3652913.0,1.0,1.0,1,6205.0
web,2010,USA,2.0,12093422.0,1.0,1.0,1,4015.0
ecommerce,1979,USA,1.0,3652913.0,1.0,1.0,1,15330.0
web,2007,ISR,1.0,3652913.0,1.0,3.0,0,730.0
web,2009,ESP,1.0,3652913.0,1.0,2.0,1,4380.0
ecommerce,2012,ISR,1.0,3652913.0,1.0,3.0,1,3285.0
analytics,2011,USA,2.0,4150000.0,1.0,6.0,1,3650.0
other,2004,USA,3.0,3446554.0,1.0,1.0,1,6205.0
software,2012,USA,1.0,412500.0,1.0,2.0,1,3285.0
photo_video,2008,USA,1.0,25000.0,1.0,3.0,1,4745.0
mobile,2011,ISR,1.0,3652913.0,1.0,4.0,1,3650.0
software,2009,USA,1.0,127839.0,1.0,3.0,1,4380.0
biotech,2011,USA,1.0,1188277.0,1.0,3.0,1,3650.0
mobile,2012,USA,1.0,20000.0,1.0,3.0,1,3285.0
finance,2009,USA,3.0,2466432.0,1.0,3.0,1,4380.0
software,2006,USA,1.0,2999969.0,1.0,2.0,1,5475.0
hardware,2006,USA,2.0,782000.0,1.0,2.0,1,5475.0
medical,2008,USA,3.0,3215251.0,1.0,3.0,1,4745.0
biotech,2012,USA,1.0,9999997.0,1.0,3.0,1,3285.0
biotech,2011,USA,1.0,400000.0,1.0,3.0,1,3650.0
biotech,2008,USA,1.0,323777.0,1.0,3.0,1,4745.0
biotech,1995,USA,3.0,4330001.0,1.0,5.0,1,9490.0
health,2002,USA,1.0,3652913.0,1.0,1.0,1,6935.0
software,2012,IND,1.0,3652913.0,1.0,1.0,1,3285.0
biotech,2011,USA,1.0,6564102.0,1.0,3.0,1,3650.0
analytics,2011,USA,2.0,624999.0,1.0,3.0,1,3650.0
education,2008,IND,1.0,3652913.0,1.0,1.0,1,4745.0
web,2012,USA,1.0,3652913.0,1.0,2.0,1,3285.0
biotech,2007,USA,1.0,2004554.0,1.0,2.0,1,5110.0
other,2009,USA,1.0,3652913.0,1.0,3.0,1,4380.0
software,2012,USA,1.0,2000000.0,1.0,1.0,1,3285.0
software,2005,USA,2.0,1525000.0,1.0,3.0,1,5840.0
software,2012,GBR,1.0,3652913.0,1.0,2.0,1,3285.0
consulting,2009,IND,1.0,3652913.0,1.0,2.0,1,4380.0
software,2003,USA,1.0,122368.0,1.0,2.0,1,6570.0
biotech,2001,USA,2.0,9078471.0,1.0,2.0,1,7300.0
games_video,2006,GBR,1.0,3652913.0,1.0,2.0,1,5475.0
software,2005,USA,1.0,1000000.0,1.0,3.0,1,5840.0
messaging,2010,IND,1.0,500000.0,1.0,2.0,1,4015.0
web,2012,CAN,1.0,3652913.0,1.0,3.0,1,3285.0
web,2012,IND,1.0,3652913.0,1.0,1.0,1,3285.0
mobile,2009,USA,1.0,3652913.0,1.0,1.0,1,4380.0
web,2012,USA,1.0,3652913.0,1.0,1.0,1,3285.0
ecommerce,2013,ESP,1.0,3652913.0,1.0,1.0,1,2920.0
ecommerce,2013,GBR,1.0,3652913.0,1.0,2.0,1,2920.0
mobile,2011,CAN,1.0,3652913.0,1.0,1.0,1,3650.0
software,2007,GBR,1.0,3652913.0,1.0,1.0,1,5110.0
ecommerce,2006,CAN,1.0,3652913.0,1.0,1.0,1,5475.0
web,2012,AUS,1.0,3652913.0,1.0,1.0,1,3285.0
web,1998,USA,1.0,3652913.0,1.0,1.0,1,8395.0
ecommerce,2009,CAN,2.0,725000.0,2.0,3.0,1,4380.0
ecommerce,1999,THA,1.0,3652913.0,2.0,3.0,1,8030.0
education,2012,USA,1.0,3652913.0,1.0,4.0,1,3285.0
ecommerce,2013,GBR,1.0,14394889.0,1.0,1.0,1,2920.0
enterprise,2009,SGP,1.0,3652913.0,1.0,3.0,1,4380.0
ecommerce,2011,GBR,1.0,750000.0,1.0,2.0,1,3650.0
advertising,2011,USA,2.0,1857500.0,1.0,4.0,1,3650.0
other,2013,PER,2.0,50000.0,1.0,5.0,1,2920.0
mobile,2004,FRA,1.0,3120000.0,1.0,1.0,1,6205.0
security,2012,USA,1.0,125000.0,1.0,1.0,1,3285.0
enterprise,1997,SWE,1.0,3652913.0,2.0,2.0,1,8760.0
hospitality,2013,USA,1.0,3652913.0,3.0,3.0,1,2920.0
mobile,2010,FIN,1.0,3652913.0,1.0,4.0,1,4015.0
consulting,2010,TUR,1.0,3652913.0,1.0,3.0,1,4015.0
software,2012,USA,1.0,200000.0,1.0,3.0,1,3285.0
enterprise,2004,USA,2.0,2250000.0,1.0,3.0,1,6205.0
search,2012,GBR,1.0,3652913.0,1.0,1.0,1,3285.0
network_hosting,2004,USA,1.0,357956.0,1.0,1.0,1,6205.0
biotech,2005,USA,2.0,2797642.0,1.0,1.0,1,5840.0
health,2011,USA,1.0,4000000.0,1.0,2.0,1,3650.0
software,2008,DNK,1.0,3652913.0,1.0,3.0,1,4745.0
mobile,2012,USA,2.0,1675000.0,2.0,3.0,1,3285.0
semiconductor,2006,USA,1.0,700000.0,1.0,2.0,1,5475.0
software,1999,USA,1.0,3652913.0,2.0,1.0,1,8030.0
biotech,1999,USA,2.0,10358200.0,1.0,3.0,0,5110.0
medical,2006,USA,1.0,1664500.0,1.0,2.0,1,5475.0
medical,2005,USA,1.0,5270180.0,1.0,1.0,1,5840.0
security,2012,USA,1.0,3000000.0,1.0,2.0,1,3285.0
enterprise,2009,USA,2.0,6000000.0,1.0,4.0,1,4380.0
enterprise,2005,USA,1.0,649500.0,1.0,1.0,1,5840.0
mobile,2008,DEU,1.0,3652913.0,2.0,2.0,1,4745.0
analytics,2009,CAN,1.0,212697.0,1.0,1.0,1,4380.0
biotech,2008,USA,2.0,8250080.0,1.0,2.0,1,4745.0
analytics,2010,USA,2.0,5299998.0,1.0,4.0,1,4015.0
biotech,2006,USA,3.0,11024912.0,1.0,3.0,0,2555.0
web,2013,IND,1.0,3652913.0,1.0,2.0,1,2920.0
software,2011,USA,1.0,576000.0,1.0,1.0,1,3650.0
analytics,2011,USA,2.0,1250000.0,1.0,1.0,1,3650.0
enterprise,2007,USA,1.0,40000.0,1.0,3.0,1,5110.0
enterprise,2004,USA,1.0,3652913.0,1.0,4.0,1,6205.0
software,2010,USA,1.0,267800.0,1.0,1.0,1,4015.0
public_relations,2000,DEU,1.0,3652913.0,1.0,1.0,1,7665.0
search,2008,CAN,1.0,3652913.0,1.0,4.0,1,4745.0
pets,2012,ESP,1.0,3652913.0,1.0,2.0,1,3285.0
web,2013,USA,1.0,3652913.0,1.0,2.0,1,2920.0
advertising,2011,USA,1.0,3652913.0,1.0,2.0,1,3650.0
software,2013,USA,1.0,25000.0,2.0,4.0,1,2920.0
other,2009,USA,1.0,3652913.0,1.0,1.0,1,4380.0
mobile,2012,USA,1.0,3652913.0,1.0,1.0,1,3285.0
other,1998,USA,1.0,3652913.0,1.0,1.0,1,8395.0
other,1982,USA,1.0,3652913.0,1.0,1.0,1,14235.0
mobile,2013,USA,1.0,3652913.0,1.0,2.0,1,2920.0
network_hosting,2013,ESP,1.0,3652913.0,1.0,2.0,1,2920.0
software,2001,ALB,1.0,3652913.0,1.0,3.0,1,7300.0
ecommerce,2007,NLD,1.0,3652913.0,1.0,4.0,1,5110.0
enterprise,2013,USA,1.0,3000000.0,1.0,3.0,1,2920.0
ecommerce,2010,GBR,1.0,3652913.0,1.0,1.0,1,4015.0
other,2005,USA,1.0,3652913.0,1.0,1.0,1,5840.0
software,2013,CAN,1.0,3652913.0,1.0,3.0,1,2920.0
ecommerce,2004,FRA,1.0,3652913.0,1.0,1.0,1,6205.0
consulting,2001,USA,1.0,3652913.0,1.0,2.0,1,7300.0
web,2013,USA,1.0,3652913.0,1.0,1.0,1,2920.0
ecommerce,2011,USA,1.0,135000.0,1.0,2.0,1,3650.0
enterprise,2013,USA,1.0,3652913.0,2.0,2.0,1,2920.0
hardware,1988,USA,1.0,3652913.0,1.0,1.0,1,12045.0
search,2010,AUS,1.0,3652913.0,1.0,1.0,1,4015.0
consulting,2006,USA,1.0,3652913.0,1.0,1.0,1,5475.0
cleantech,2013,USA,1.0,50000.0,1.0,1.0,1,2920.0
consulting,1987,CAN,1.0,3652913.0,1.0,1.0,1,12410.0
games_video,2012,FRA,1.0,3652913.0,1.0,5.0,1,3285.0
ecommerce,2013,USA,1.0,3652913.0,1.0,1.0,1,2920.0
health,2009,USA,1.0,10000000.0,2.0,3.0,1,4380.0
consulting,2001,PAK,1.0,3652913.0,1.0,1.0,1,7300.0
consulting,2005,USA,1.0,3652913.0,1.0,1.0,1,5840.0
ecommerce,2013,CAN,1.0,3652913.0,1.0,1.0,1,2920.0
network_hosting,2004,USA,1.0,3652913.0,1.0,3.0,1,6205.0
web,2013,BRA,1.0,3652913.0,1.0,1.0,1,2920.0
ecommerce,2012,IND,1.0,3652913.0,1.0,2.0,1,3285.0
software,2003,GBR,2.0,2072000.0,1.0,1.0,1,6570.0
hardware,2012,IND,1.0,35000.0,1.0,1.0,1,3285.0
advertising,2013,ZAF,1.0,3652913.0,1.0,3.0,1,2920.0
education,2005,USA,1.0,3652913.0,1.0,2.0,1,5840.0
education,2012,ARG,1.0,50000.0,1.0,4.0,1,3285.0
web,2011,SGP,1.0,3652913.0,1.0,1.0,1,3650.0
education,2013,USA,1.0,3652913.0,1.0,5.0,1,2920.0
software,1995,USA,1.0,475000.0,1.0,2.0,1,9490.0
local,2012,CAN,1.0,3652913.0,1.0,1.0,1,3285.0
semiconductor,2012,JPN,1.0,2500000.0,1.0,1.0,1,3285.0
hardware,2009,USA,1.0,150000.0,1.0,2.0,1,4380.0
other,1956,DOM,1.0,3652913.0,1.0,1.0,1,23725.0
other,1997,GBR,1.0,12879637.0,1.0,1.0,1,8760.0
advertising,2011,ISR,2.0,5000000.0,1.0,5.0,1,3650.0
web,2009,USA,1.0,3652913.0,1.0,2.0,1,4380.0
other,2012,USA,1.0,20000.0,1.0,2.0,1,3285.0
education,2010,GBR,2.0,2100000.0,1.0,4.0,1,4015.0
analytics,2013,IDN,1.0,3652913.0,1.0,2.0,1,2920.0
advertising,2005,IND,1.0,3652913.0,1.0,1.0,1,5840.0
health,2012,USA,1.0,175000.0,1.0,3.0,1,3285.0
hardware,2013,GBR,1.0,3652913.0,1.0,2.0,1,2920.0
other,2012,USA,2.0,8544226.0,1.0,1.0,1,3285.0
advertising,2010,USA,1.0,800000.0,1.0,1.0,0,1095.0
health,2008,USA,2.0,4375234.0,1.0,1.0,1,4745.0
web,1998,GBR,1.0,3652913.0,1.0,2.0,1,8395.0
mobile,2006,USA,1.0,1652571.0,1.0,3.0,1,5475.0
real_estate,2013,IND,1.0,3652913.0,1.0,1.0,1,2920.0
network_hosting,2002,USA,1.0,1760006.0,1.0,5.0,1,6935.0
biotech,2009,USA,3.0,2987405.0,1.0,2.0,1,4380.0
software,2013,UKR,1.0,25000.0,1.0,2.0,1,2920.0
cleantech,2006,USA,2.0,2438961.0,1.0,5.0,1,5475.0
biotech,2011,USA,2.0,1770000.0,1.0,2.0,1,3650.0
biotech,2008,NLD,1.0,3652913.0,1.0,3.0,0,1460.0
biotech,2007,CHE,1.0,19000000.0,1.0,2.0,1,5110.0
medical,2005,USA,1.0,500000.0,1.0,3.0,1,5840.0
biotech,2004,SWE,1.0,3652913.0,1.0,2.0,0,2555.0
web,2010,USA,1.0,3652913.0,1.0,2.0,1,4015.0
medical,2011,ISR,1.0,3652913.0,1.0,1.0,1,3650.0
mobile,2013,FRA,1.0,3652913.0,2.0,2.0,1,2920.0
mobile,2013,USA,1.0,3652913.0,1.0,3.0,1,2920.0
mobile,2012,SWE,1.0,3652913.0,1.0,4.0,1,3285.0
biotech,2001,USA,2.0,375000.0,1.0,4.0,1,7300.0
games_video,2013,DEU,1.0,3652913.0,1.0,1.0,1,2920.0
semiconductor,2003,USA,2.0,8865598.0,1.0,4.0,1,6570.0
other,2002,GBR,1.0,750000.0,1.0,1.0,1,6935.0
biotech,1997,USA,1.0,682236.0,1.0,2.0,1,8760.0
security,1999,GBR,1.0,3652913.0,1.0,6.0,1,8030.0
software,2010,USA,1.0,100000.0,1.0,2.0,1,4015.0
music,2013,BGR,1.0,35000.0,1.0,2.0,1,2920.0
other,2012,USA,1.0,50000.0,1.0,1.0,1,3285.0
web,2012,IND,1.0,3652913.0,1.0,1.0,1,3285.0
enterprise,2012,USA,1.0,30000.0,1.0,2.0,1,3285.0
other,2005,USA,1.0,3652913.0,1.0,6.0,1,5840.0
mobile,2009,CHE,1.0,3652913.0,2.0,8.0,1,4380.0
web,2012,USA,1.0,1500000.0,1.0,3.0,1,3285.0
software,2009,DEU,1.0,3652913.0,1.0,2.0,1,4380.0
other,2007,IND,2.0,125000.0,1.0,5.0,1,5110.0
mobile,2013,ROM,1.0,3652913.0,1.0,2.0,1,2920.0
mobile,2013,DEU,2.0,19299.0,1.0,7.0,1,2920.0
biotech,2003,DEU,2.0,726000.0,1.0,3.0,1,6570.0
software,2013,CAN,3.0,300000.0,1.0,3.0,1,2920.0
biotech,2000,USA,1.0,3652913.0,1.0,2.0,1,7665.0
software,2009,USA,1.0,800000.0,1.0,1.0,1,4380.0
web,2013,HRV,1.0,3652913.0,1.0,2.0,1,2920.0
other,2013,USA,1.0,200000.0,1.0,3.0,1,2920.0
web,2012,MYS,1.0,3652913.0,1.0,2.0,1,3285.0
consulting,2007,USA,1.0,3652913.0,1.0,1.0,1,5110.0
games_video,2010,USA,1.0,250000.0,1.0,3.0,1,4015.0
biotech,2002,USA,1.0,3652913.0,1.0,1.0,1,6935.0
software,2013,USA,1.0,3652913.0,2.0,4.0,1,2920.0
other,2013,USA,2.0,2400000.0,2.0,2.0,1,2920.0
ecommerce,2012,HKG,1.0,330000.0,1.0,2.0,1,3285.0
software,2013,USA,2.0,90000.0,1.0,1.0,1,2920.0
web,2006,USA,1.0,3652913.0,1.0,6.0,1,5475.0
web,2012,CAN,1.0,3652913.0,1.0,2.0,1,3285.0
search,2004,USA,1.0,3652913.0,1.0,5.0,1,6205.0
legal,2010,USA,1.0,3652913.0,1.0,1.0,1,4015.0
hospitality,2011,USA,1.0,350000.0,1.0,6.0,1,3650.0
mobile,2013,CAN,1.0,3652913.0,1.0,2.0,1,2920.0
ecommerce,2012,USA,1.0,100000.0,1.0,2.0,1,3285.0
other,2013,USA,1.0,3652913.0,1.0,2.0,1,2920.0
biotech,2013,USA,1.0,3652913.0,1.0,4.0,1,2920.0
software,2012,ROM,2.0,290000.0,1.0,3.0,1,3285.0
software,2011,USA,1.0,3652913.0,1.0,1.0,1,3650.0
legal,2013,USA,1.0,3652913.0,1.0,2.0,1,2920.0
web,2013,CHN,1.0,3652913.0,1.0,2.0,1,2920.0
enterprise,2013,CAN,1.0,1400000.0,1.0,3.0,1,2920.0
enterprise,2006,USA,1.0,3652913.0,1.0,2.0,1,5475.0
other,1974,USA,1.0,3652913.0,1.0,1.0,1,17155.0
software,2012,THA,1.0,200000.0,1.0,3.0,1,3285.0
web,1998,RUS,1.0,3652913.0,3.0,5.0,1,8395.0
transportation,2008,USA,1.0,6000000.0,1.0,1.0,1,4745.0
web,2005,USA,1.0,3652913.0,3.0,2.0,1,5840.0
games_video,2012,USA,1.0,3652913.0,1.0,3.0,1,3285.0
ecommerce,2013,USA,1.0,3652913.0,1.0,2.0,1,2920.0
other,2013,UGA,1.0,3652913.0,1.0,5.0,1,2920.0
ecommerce,2001,AUS,1.0,3652913.0,2.0,4.0,1,7300.0
software,2001,IRL,1.0,3652913.0,2.0,5.0,1,7300.0
web,2012,IND,1.0,3652913.0,1.0,1.0,1,3285.0
advertising,2009,USA,1.0,3652913.0,1.0,1.0,1,4380.0
web,2007,EGY,1.0,3652913.0,1.0,3.0,1,5110.0
software,2003,USA,1.0,3652913.0,1.0,3.0,1,6570.0
